entry_stable_id	entry_name	species	ncbi_gene_id	observation_stable_id	homologene_id	base_entry_stable_ids
AF_014000	IDO2	Macaca mulatta	707424	OB_008808	48830	AF_009334
AF_014001	IDO2	Canis lupus familiaris	482846	OB_008808	48830	AF_009334
AF_014002	SAMC2	Arabidopsis thaliana	840304	OB_008809	6654	AF_009356
AF_014003	NCU08278	Neurospora crassa	3878045	OB_008809	6654	AF_009356
AF_014004	AGOS_AFL196W	Eremothecium gossypii	4621579	OB_008809	6654	AF_009356
AF_014005	SPCC1442.03	Schizosaccharomyces pombe	2538899	OB_008809	6654	AF_009356
AF_014006	KLLA0D09889g	Kluyveromyces lactis	2893319	OB_008809	6654	AF_009356
AF_014007	PRDX3	Gallus gallus	428986	OB_008810	4944	AF_004824
AF_014008	PRDX3	Bos taurus	281998	OB_008810	4944	AF_004824
AF_014009	PRDX3	Pan troglodytes	741184	OB_008810	4944	AF_004824
AF_014010	PRDX3	Macaca mulatta	702882	OB_008810	4944	AF_004824
AF_014011	TPX1	Anopheles gambiae	1271850	OB_008810	4944	AF_004824
AF_014012	PRDX3	Canis lupus familiaris	477839	OB_008810	4944	AF_004824
AF_014018	CAV1	Macaca mulatta	704449	OB_008812	1330	AF_008185
AF_014019	CAV1	Canis lupus familiaris	403980	OB_008812	1330	AF_008185
AF_014020	CAV1	Bos taurus	281040	OB_008812	1330	AF_008185
AF_014021	CAV1	Gallus gallus	373996	OB_008812	1330	AF_008185
AF_014022	CAV1	Pan troglodytes	463670	OB_008812	1330	AF_008185
AF_014023	NCU03957	Neurospora crassa	3873686	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014024	COQ7	Pan troglodytes	740917	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014025	COQ7	Macaca mulatta	693931	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014026	MGG_00959	Magnaporthe oryzae	2674104	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014027	COQ7	Bos taurus	504771	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014028	COQ7	Canis lupus familiaris	479828	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014029	KLLA0E02421g	Kluyveromyces lactis	2893919	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_001402	RPL37A	Homo sapiens	6168	OB_008281	47964	AF_008678||AF_008736
AF_014030	LOC716130	Macaca mulatta	716130	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014031	COQ7	Gallus gallus	416609	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014032	AGOS_ACL162C	Eremothecium gossypii	4619362	OB_008813	6953	AF_004659||AF_004857||AF_008241
AF_014033	MGG_04040	Magnaporthe oryzae	2677154	OB_008814	6641	AF_004256
AF_014034	AgaP_AGAP002687	Anopheles gambiae	1273275	OB_008814	6641	AF_004256
AF_014035	KLLA0F17435g	Kluyveromyces lactis	2895605	OB_008814	6641	AF_004256
AF_014036	AGOS_AFR222W	Eremothecium gossypii	4622031	OB_008814	6641	AF_004256
AF_014037	DHX37	Bos taurus	529207	OB_008814	6641	AF_004256
AF_014038	DHX37	Macaca mulatta	706709	OB_008814	6641	AF_004256
AF_014039	Os02g0736600	Oryza sativa	4330659	OB_008814	6641	AF_004256
AF_001403	Rpl37a	Mus musculus	19981	OB_008281	47964	AF_008678||AF_008736
AF_014040	DHX37	Canis lupus familiaris	477442	OB_008814	6641	AF_004256
AF_014041	NCU03808	Neurospora crassa	3877357	OB_008814	6641	AF_004256
AF_014042	DHX37	Gallus gallus	416813	OB_008814	6641	AF_004256
AF_014043	AGOS_ADL164C	Eremothecium gossypii	4620074	OB_008815	40185	AF_001156
AF_014044	KLLA0E07525g	Kluyveromyces lactis	2894086	OB_008815	40185	AF_001156
AF_014045	Slc25a6	Rattus norvegicus	498885	OB_008816	68194	AF_007043
AF_014046	SLC25A6	Gallus gallus	374072	OB_008816	68194	AF_007043
AF_014047	SLC25A6	Bos taurus	282480	OB_008816	68194	AF_007043
AF_014048	ADT1_ANOGA	Anopheles gambiae	1270282	OB_008816	68194	AF_007043
AF_014049	SLC25A6	Macaca mulatta	719811	OB_008816	68194	AF_007043
AF_014050	ant-1.3	Caenorhabditis elegans	186855	OB_008816	68194	AF_007043
AF_014051	SLC25A6	Canis lupus familiaris	480830	OB_008816	68194	AF_007043
AF_014052	AT5G56450	Arabidopsis thaliana	835746	OB_008816	68194	AF_007043
AF_014053	ant-1.4	Caenorhabditis elegans	177648	OB_008816	68194	AF_007043
AF_014054	KLLA0C14234g	Kluyveromyces lactis	2892342	OB_008817	74688	AF_009434
AF_014055	AGOS_AGL346W	Eremothecium gossypii	4622614	OB_008817	74688	AF_009434
AF_014056	NCU04161	Neurospora crassa	3877424	OB_008817	74688	AF_009434
AF_014057	MGG_08309	Magnaporthe oryzae	2678592	OB_008817	74688	AF_009434
AF_014058	NCU05622	Neurospora crassa	3876315	OB_008818	56064	AF_009307
AF_014059	MGG_04227	Magnaporthe oryzae	2677210	OB_008818	56064	AF_009307
AF_001405	zgc:171772	Danio rerio	572109	OB_008281	47964	AF_008678||AF_008736
AF_014060	AGOS_AEL154C	Eremothecium gossypii	4620892	OB_008818	56064	AF_009307
AF_014061	KLLA0F01991g	Kluyveromyces lactis	2894906	OB_008818	56064	AF_009307
AF_014062	AgaP_AGAP002967	Anopheles gambiae	1272996	OB_008819	119637	AF_005901
AF_014063	ATR	Bos taurus	504869	OB_008820	96916	AF_003890
AF_014064	ATR	Macaca mulatta	714443	OB_008820	96916	AF_003890
AF_014065	LOC100856315	Canis lupus familiaris	100856315	OB_008820	96916	AF_003890
AF_014066	ATR	Gallus gallus	424777	OB_008820	96916	AF_003890
AF_014067	ATR	Pan troglodytes	460745	OB_008820	96916	AF_003890
AF_014068	AGOS_AGL194C	Eremothecium gossypii	4622766	OB_008821	130599	AF_008339
AF_014069	KLLA0D16346g	Kluyveromyces lactis	2893229	OB_008821	130599	AF_008339
AF_001406	AT3G09630	Arabidopsis thaliana	820120	OB_009114	748	AF_003933
AF_014070	NCU04230	Neurospora crassa	3877001	OB_008822	5823	AF_009402
AF_014071	AGOS_ADL066C	Eremothecium gossypii	4620172	OB_008822	5823	AF_009402
AF_014072	ICL	Arabidopsis thaliana	821726	OB_008822	5823	AF_009402
AF_014073	MGG_04895	Magnaporthe oryzae	2675603	OB_008822	5823	AF_009402
AF_014074	Os07g0529000	Oryza sativa	4343441	OB_008822	5823	AF_009402
AF_014075	KLLA0C08107g	Kluyveromyces lactis	2892560	OB_008822	5823	AF_009402
AF_014076	GPB2	Saccharomyces cerevisiae	851243	OB_008823	40380	AF_009361
AF_014077	AGOS_ADR414C	Eremothecium gossypii	4620674	OB_008823	40380	AF_009361
AF_014078	KLLA0F00374g	Kluyveromyces lactis	2895130	OB_008823	40380	AF_009361
AF_014079	NCU08501	Neurospora crassa	3879570	OB_008824	31574	AF_009000
AF_001407	AT5G02870	Arabidopsis thaliana	831756	OB_009114	748	AF_003933
AF_014080	MGG_03252	Magnaporthe oryzae	2676408	OB_008824	31574	AF_009000
AF_014081	AGOS_AER304C	Eremothecium gossypii	4621374	OB_008824	31574	AF_009000
AF_014082	ptr1	Schizosaccharomyces pombe	2542537	OB_008824	31574	AF_009000
AF_014083	KLLA0B01804g	Kluyveromyces lactis	2896898	OB_008824	31574	AF_009000
AF_014084	RPS17	Homo sapiens	6218	OB_008825	110867	AF_001880||AF_008719
AF_014085	RPS17L	Homo sapiens	100505503	OB_008825	110867	AF_001880||AF_008719
AF_014086	RS17_ANOGA	Anopheles gambiae	1275106	OB_008825	110867	AF_001880||AF_008719
AF_014087	AT5G04800	Arabidopsis thaliana	830359	OB_008825	110867	AF_001880||AF_008719
AF_014088	Os10g0411800	Oryza sativa	4348608	OB_008825	110867	AF_001880||AF_008719
AF_014089	RPS17	Pan troglodytes	470186	OB_008825	110867	AF_001880||AF_008719
AF_001408	YIA6	Saccharomyces cerevisiae	854811	OB_009228	117066	AF_001408
AF_014090	Os03g0109500	Oryza sativa	4331346	OB_008825	110867	AF_001880||AF_008719
AF_014091	AT2G04390	Arabidopsis thaliana	814978	OB_008825	110867	AF_001880||AF_008719
AF_014092	RpS17	Drosophila melanogaster	39088	OB_008825	110867	AF_001880||AF_008719
AF_014093	NCU07014	Neurospora crassa	3877983	OB_008825	110867	AF_001880||AF_008719
AF_014094	rps17	Danio rerio	393818	OB_008825	110867	AF_001880||AF_008719
AF_014095	rps1702	Schizosaccharomyces pombe	2539331	OB_008825	110867	AF_001880||AF_008719
AF_014096	MGG_04114	Magnaporthe oryzae	2677624	OB_008825	110867	AF_001880||AF_008719
AF_014097	AT2G05220	Arabidopsis thaliana	815070	OB_008825	110867	AF_001880||AF_008719
AF_014098	LOC691975	Rattus norvegicus	691975	OB_008825	110867	AF_001880||AF_008719
AF_014099	RPS17L	Macaca mulatta	100425105	OB_008825	110867	AF_001880||AF_008719
AF_014100	KLLA0B01474g	Kluyveromyces lactis	2897012	OB_008825	110867	AF_001880||AF_008719
AF_014101	AGOS_AER319W	Eremothecium gossypii	4621388	OB_008825	110867	AF_001880||AF_008719
AF_014102	RPS17	Canis lupus familiaris	403681	OB_008825	110867	AF_001880||AF_008719
AF_014103	RPS17	Bos taurus	788861	OB_008825	110867	AF_001880||AF_008719
AF_014104	LOC795933	Danio rerio	795933	OB_008826	13156	AF_007338
AF_014105	AgaP_AGAP004023	Anopheles gambiae	1278841	OB_008826	13156	AF_007338
AF_014106	ATG4D	Canis lupus familiaris	484953	OB_008826	13156	AF_007338
AF_014107	ATG4D	Macaca mulatta	713111	OB_008826	13156	AF_007338
AF_014108	CG6194	Drosophila melanogaster	41868	OB_008826	13156	AF_007338
AF_014109	Atg4d	Mus musculus	235040	OB_008826	13156	AF_007338
AF_001410	Wwp1	Rattus norvegicus	297930	OB_009151	21385	AF_007262
AF_014110	ATG4D	Pan troglodytes	455708	OB_008826	13156	AF_007338
AF_014111	ATG4D	Bos taurus	615657	OB_008826	13156	AF_007338
AF_014112	ATG4D	Homo sapiens	84971	OB_008826	13156	AF_007338
AF_014113	SPBC365.09c	Schizosaccharomyces pombe	2540949	OB_008827	8196	AF_009280
AF_014114	MGG_06944	Magnaporthe oryzae	2685117	OB_008827	8196	AF_009280
AF_014115	KIN	Macaca mulatta	713634	OB_008827	8196	AF_009280
AF_014116	RTS2	Saccharomyces cerevisiae	854244	OB_008827	8196	AF_009280
AF_014117	kin17	Drosophila melanogaster	40242	OB_008827	8196	AF_009280
AF_014118	AGOS_ADR225W	Eremothecium gossypii	4620483	OB_008827	8196	AF_009280
AF_014119	KIN	Bos taurus	519670	OB_008827	8196	AF_009280
AF_014120	AT1G55460	Arabidopsis thaliana	841993	OB_008827	8196	AF_009280
AF_014121	KLLA0A07689g	Kluyveromyces lactis	2896369	OB_008827	8196	AF_009280
AF_014122	Os03g0570300	Oryza sativa	4333286	OB_008827	8196	AF_009280
AF_014123	KIN	Gallus gallus	419109	OB_008827	8196	AF_009280
AF_014124	KIN	Pan troglodytes	450293	OB_008827	8196	AF_009280
AF_014125	AgaP_AGAP010352	Anopheles gambiae	1272687	OB_008827	8196	AF_009280
AF_014126	NCU03839	Neurospora crassa	3876745	OB_008827	8196	AF_009280
AF_014127	KIN	Canis lupus familiaris	478010	OB_008827	8196	AF_009280
AF_014128	kin	Danio rerio	555316	OB_008827	8196	AF_009280
AF_014129	KIN	Homo sapiens	22944	OB_008827	8196	AF_009280
AF_014130	Kin	Rattus norvegicus	689197	OB_008827	8196	AF_009280
AF_014131	Kin	Mus musculus	16588	OB_008827	8196	AF_009280
AF_014132	MGG_01710	Magnaporthe oryzae	2679350	OB_008828	7147	AF_003265
AF_014133	KLLA0B08481g	Kluyveromyces lactis	2897365	OB_008828	7147	AF_003265
AF_014134	NCU07725	Neurospora crassa	3878123	OB_008828	7147	AF_003265
AF_014135	LOC423008	Gallus gallus	423008	OB_008829	71267	AF_007558
AF_014136	AgaP_AGAP000457	Anopheles gambiae	1271782	OB_008829	71267	AF_007558
AF_014137	Os08g0557000	Oryza sativa	4346293	OB_008829	71267	AF_007558
AF_014138	AgaP_AGAP008082	Anopheles gambiae	1277868	OB_008830	44543	AF_006935
AF_014139	LOC563639	Danio rerio	563639	OB_008831	7934	AF_001982
AF_014140	SHC1	Canis lupus familiaris	490439	OB_008831	7934	AF_001982
AF_014141	SHC1	Bos taurus	507196	OB_008831	7934	AF_001982
AF_014142	SHC1	Gallus gallus	395934	OB_008831	7934	AF_001982
AF_014143	SHC1	Macaca mulatta	718982	OB_008831	7934	AF_001982
AF_014144	SHC1	Pan troglodytes	457351	OB_008831	7934	AF_001982
AF_014145	Atp8b1	Mus musculus	54670	OB_008832	21151	AF_009406
AF_014146	ATP8B1	Macaca mulatta	695994	OB_008832	21151	AF_009406
AF_014147	ATP8B1	Homo sapiens	5205	OB_008832	21151	AF_009406
AF_014148	ATP8B1	Canis lupus familiaris	476190	OB_008832	21151	AF_009406
AF_014149	ATP8B1	Bos taurus	541187	OB_008832	21151	AF_009406
AF_001414	NF1	Homo sapiens	4763	OB_008688	226	AF_007797
AF_014150	atp8b1	Danio rerio	100148342	OB_008832	21151	AF_009406
AF_014151	Atp8b1	Rattus norvegicus	291555	OB_008832	21151	AF_009406
AF_014152	DNF2	Saccharomyces cerevisiae	851667	OB_008832	21151	AF_009406
AF_014153	ATP8B1	Pan troglodytes	455439	OB_008832	21151	AF_009406
AF_014154	Atp6v0d1	Rattus norvegicus	291969	OB_008833	3444	AF_009394
AF_014155	AT3G28715	Arabidopsis thaliana	822503	OB_008833	3444	AF_009394
AF_014156	Os01g0587000	Oryza sativa	4327660	OB_008833	3444	AF_009394
AF_014157	ATP6V0D1	Canis lupus familiaris	479685	OB_008833	3444	AF_009394
AF_014158	MGG_07007	Magnaporthe oryzae	2685180	OB_008833	3444	AF_009394
AF_014159	KLLA0B04752g	Kluyveromyces lactis	2897101	OB_008833	3444	AF_009394
AF_014160	vha-16	Caenorhabditis elegans	172134	OB_008833	3444	AF_009394
AF_014161	ATP6V0D1	Pan troglodytes	741872	OB_008833	3444	AF_009394
AF_014162	VhaAC39-1	Drosophila melanogaster	31342	OB_008833	3444	AF_009394
AF_014163	AT3G28710	Arabidopsis thaliana	822502	OB_008833	3444	AF_009394
AF_014164	atp6v0d1	Danio rerio	322811	OB_008833	3444	AF_009394
AF_014165	vma6	Schizosaccharomyces pombe	2542384	OB_008833	3444	AF_009394
AF_014166	AgaP_AGAP000721	Anopheles gambiae	1272314	OB_008833	3444	AF_009394
AF_014167	AGOS_AER146C	Eremothecium gossypii	4621211	OB_008833	3444	AF_009394
AF_014168	Atp6v0d1	Mus musculus	11972	OB_008833	3444	AF_009394
AF_014169	ATP6V0D1	Homo sapiens	9114	OB_008833	3444	AF_009394
AF_014170	NCU03395	Neurospora crassa	3872989	OB_008833	3444	AF_009394
AF_014171	ATP6V0D1	Gallus gallus	415674	OB_008833	3444	AF_009394
AF_014172	ATP6V0D1	Bos taurus	282148	OB_008833	3444	AF_009394
AF_014173	DLAT	Gallus gallus	419796	OB_008834	6814	AF_008935
AF_014174	DLAT	Canis lupus familiaris	489406	OB_008834	6814	AF_008935
AF_014175	DLAT	Bos taurus	512723	OB_008834	6814	AF_008935
AF_014176	DLAT	Pan troglodytes	466780	OB_008834	6814	AF_008935
AF_014177	Os07g0410100	Oryza sativa	4343003	OB_008834	6814	AF_008935
AF_014178	KLLA0F04741g	Kluyveromyces lactis	2895917	OB_008834	6814	AF_008935
AF_014179	AGOS_AER364W	Eremothecium gossypii	4621436	OB_008834	6814	AF_008935
AF_014180	Os06g0105400	Oryza sativa	4339859	OB_008834	6814	AF_008935
AF_014181	DLAT	Macaca mulatta	710930	OB_008834	6814	AF_008935
AF_014182	Os02g0105200	Oryza sativa	4328010	OB_008834	6814	AF_008935
AF_014183	MGG_09878	Magnaporthe oryzae	2680788	OB_008834	6814	AF_008935
AF_014184	NCU07659	Neurospora crassa	3878934	OB_008834	6814	AF_008935
AF_014185	AgaP_AGAP007975	Anopheles gambiae	1277974	OB_008834	6814	AF_008935
AF_014186	KLLA0E11485g	Kluyveromyces lactis	2894592	OB_008835	48282	AF_008332
AF_014187	FAP	Gallus gallus	424186	OB_008835	48282	AF_008332
AF_014188	FAP	Pan troglodytes	459691	OB_008835	48282	AF_008332
AF_014189	AGOS_ACR073C	Eremothecium gossypii	4619600	OB_008835	48282	AF_008332
AF_014190	FAP	Macaca mulatta	701541	OB_008835	48282	AF_008332
AF_014191	MGG_07745	Magnaporthe oryzae	2683672	OB_008835	48282	AF_008332
AF_014192	FAP	Canis lupus familiaris	608176	OB_008835	48282	AF_008332
AF_014193	NCU02515	Neurospora crassa	3881844	OB_008835	48282	AF_008332
AF_014194	AgaP_AGAP011584	Anopheles gambiae	1271175	OB_008835	48282	AF_008332
AF_014195	FAP	Bos taurus	508882	OB_008835	48282	AF_008332
AF_014196	H3f3b	Rattus norvegicus	117056	OB_008836	121641	AF_004869
AF_014197	HHT1	Saccharomyces cerevisiae	852295	OB_008836	121641	AF_004869
AF_014198	LOC100859629	Gallus gallus	100859629	OB_008836	121641	AF_004869
AF_014199	h3f3d	Danio rerio	394076	OB_008836	121641	AF_004869
AF_001419	Slc9a3	Mus musculus	105243	OB_008988	55804	AF_006295
AF_014200	His3.3A	Drosophila melanogaster	33736	OB_008836	121641	AF_004869
AF_014201	hht2	Schizosaccharomyces pombe	2541220	OB_008836	121641	AF_004869
AF_014202	NCU01635	Neurospora crassa	3872150	OB_008836	121641	AF_004869
AF_014203	AT1G75600	Arabidopsis thaliana	843895	OB_008836	121641	AF_004869
AF_014204	h3f3c	Danio rerio	336231	OB_008836	121641	AF_004869
AF_014205	LOC100331798	Danio rerio	100331798	OB_008836	121641	AF_004869
AF_014206	Gm6749	Mus musculus	627371	OB_008836	121641	AF_004869
AF_014207	h3f3b.1	Danio rerio	550262	OB_008836	121641	AF_004869
AF_014208	AgaP_AGAP001813	Anopheles gambiae	1281299	OB_008836	121641	AF_004869
AF_014209	hht1	Schizosaccharomyces pombe	2542467	OB_008836	121641	AF_004869
AF_001420	SLC9A3	Homo sapiens	6550	OB_008988	55804	AF_006295
AF_014210	HHT2	Saccharomyces cerevisiae	855700	OB_008836	121641	AF_004869
AF_014211	hht3	Schizosaccharomyces pombe	2539804	OB_008836	121641	AF_004869
AF_014212	AGOS_AER013W	Eremothecium gossypii	4621073	OB_008836	121641	AF_004869
AF_014213	His3.3B	Drosophila melanogaster	31848	OB_008836	121641	AF_004869
AF_014214	H3F3C	Gallus gallus	396233	OB_008836	121641	AF_004869
AF_014215	KLLA0E08625g	Kluyveromyces lactis	2893884	OB_008836	121641	AF_004869
AF_014216	KLLA0E17623g	Kluyveromyces lactis	2894116	OB_008836	121641	AF_004869
AF_014217	AGOS_ADL202C	Eremothecium gossypii	4620036	OB_008836	121641	AF_004869
AF_014218	H3F3C	Bos taurus	512741	OB_008836	121641	AF_004869
AF_014219	MGG_01159	Magnaporthe oryzae	2675178	OB_008836	121641	AF_004869
AF_001421	Slc9a3	Rattus norvegicus	24784	OB_008988	55804	AF_006295
AF_014220	LOC100361558	Rattus norvegicus	100361558	OB_008836	121641	AF_004869
AF_014221	LOC695663	Macaca mulatta	695663	OB_008836	121641	AF_004869
AF_014222	BUB1B	Pan troglodytes	453324	OB_008837	933	AF_004105
AF_014223	BUB1B	Macaca mulatta	100423079	OB_008837	933	AF_004105
AF_014224	BUB1B	Canis lupus familiaris	608350	OB_008837	933	AF_004105
AF_014225	BUB1B	Gallus gallus	378922	OB_008837	933	AF_004105
AF_014226	Os02g0193600	Oryza sativa	4328593	OB_008837	933	AF_004105
AF_014227	BUB1B	Bos taurus	537027	OB_008837	933	AF_004105
AF_014228	WIPF1	Bos taurus	540304	OB_008838	86891	AF_000113
AF_014229	MGG_11027	Magnaporthe oryzae	2675787	OB_008838	86891	AF_000113
AF_014230	WIPF1	Canis lupus familiaris	488409	OB_008838	86891	AF_000113
AF_014231	LOC100151491	Danio rerio	100151491	OB_008838	86891	AF_000113
AF_014232	WIPF1	Macaca mulatta	698446	OB_008838	86891	AF_000113
AF_014233	vrp1	Schizosaccharomyces pombe	2540100	OB_008838	86891	AF_000113
AF_014234	Wipf1	Rattus norvegicus	117538	OB_008838	86891	AF_000113
AF_014235	WIPF1	Pan troglodytes	459755	OB_008838	86891	AF_000113
AF_014236	Wipf1	Mus musculus	215280	OB_008838	86891	AF_000113
AF_014237	WIPF1	Gallus gallus	424143	OB_008838	86891	AF_000113
AF_014238	KLLA0B06039g	Kluyveromyces lactis	2897245	OB_008838	86891	AF_000113
AF_014239	WIPF1	Homo sapiens	7456	OB_008838	86891	AF_000113
AF_014240	AGOS_ABR038C	Eremothecium gossypii	4619079	OB_008838	86891	AF_000113
AF_014241	NCU03089	Neurospora crassa	3880008	OB_008838	86891	AF_000113
AF_014242	Os06g0154500	Oryza sativa	4340170	OB_008839	37670	AF_004864||AF_009232
AF_014243	KLLA0A02497g	Kluyveromyces lactis	2896550	OB_008839	37670	AF_004864||AF_009232
AF_014244	MAPK1	Bos taurus	327672	OB_008839	37670	AF_004864||AF_009232
AF_014245	MAPK1	Pan troglodytes	458680	OB_008839	37670	AF_004864||AF_009232
AF_014246	MAPK1	Macaca mulatta	698569	OB_008839	37670	AF_004864||AF_009232
AF_014247	AGOS_ACL191C	Eremothecium gossypii	4619333	OB_008839	37670	AF_004864||AF_009232
AF_014248	MAPK1	Gallus gallus	373953	OB_008839	37670	AF_004864||AF_009232
AF_014249	MAPK1	Canis lupus familiaris	477575	OB_008839	37670	AF_004864||AF_009232
AF_001424	nob1	Danio rerio	557254	OB_009610	31924	AF_009250
AF_014250	AgaP_AGAP009207	Anopheles gambiae	1280167	OB_008839	37670	AF_004864||AF_009232
AF_014251	KLLA0F15708g	Kluyveromyces lactis	2895873	OB_008840	117846	AF_008674
AF_014252	AGOS_AAL162C	Eremothecium gossypii	4618479	OB_008840	117846	AF_008674
AF_014253	MGG_09898	Magnaporthe oryzae	2680942	OB_008840	117846	AF_008674
AF_014254	NCU08377	Neurospora crassa	3881413	OB_008840	117846	AF_008674
AF_014255	AGOS_AGL148C	Eremothecium gossypii	4622812	OB_008841	133267	AF_002888
AF_014256	LOC423347	Gallus gallus	423347	OB_008841	133267	AF_002888
AF_014257	NCU06836	Neurospora crassa	3879801	OB_008841	133267	AF_002888
AF_014258	KLLA0D17336g	Kluyveromyces lactis	2893299	OB_008841	133267	AF_002888
AF_014259	SPCC191.02c	Schizosaccharomyces pombe	2539546	OB_008841	133267	AF_002888
AF_001425	Nob1	Rattus norvegicus	291996	OB_009610	31924	AF_009250
AF_014260	MGG_03201	Magnaporthe oryzae	2676505	OB_008841	133267	AF_002888
AF_014261	JUND	Canis lupus familiaris	609409	OB_008842	3910	AF_000861
AF_014262	JUND	Bos taurus	517192	OB_008842	3910	AF_000861
AF_014263	CFDP1	Pan troglodytes	454248	OB_008843	4611	AF_009370
AF_014264	Cfdp1	Mus musculus	23837	OB_008843	4611	AF_009370
AF_014265	CFDP1	Bos taurus	281682	OB_008843	4611	AF_009370
AF_014266	Yeti	Drosophila melanogaster	7354404	OB_008843	4611	AF_009370
AF_014267	AGOS_AFL017W	Eremothecium gossypii	4621764	OB_008843	4611	AF_009370
AF_014268	CFDP1	Gallus gallus	374073	OB_008843	4611	AF_009370
AF_014269	rltpr	Danio rerio	567870	OB_008843	4611	AF_009370
AF_014270	Cfdp1	Rattus norvegicus	292027	OB_008843	4611	AF_009370
AF_014271	AgaP_AGAP005152	Anopheles gambiae	1274833	OB_008843	4611	AF_009370
AF_014272	CFDP1	Macaca mulatta	711343	OB_008843	4611	AF_009370
AF_014273	CFDP1	Canis lupus familiaris	403675	OB_008843	4611	AF_009370
AF_014274	MGG_06385	Magnaporthe oryzae	2684540	OB_008843	4611	AF_009370
AF_014275	KLLA0F10725g	Kluyveromyces lactis	2895073	OB_008843	4611	AF_009370
AF_014276	NCU06491	Neurospora crassa	3873269	OB_008843	4611	AF_009370
AF_014277	CFDP1	Homo sapiens	10428	OB_008843	4611	AF_009370
AF_014278	KLLA0E19911g	Kluyveromyces lactis	2894708	OB_008844	38356	AF_000867
AF_014279	AGOS_ACR236W	Eremothecium gossypii	4619770	OB_008844	38356	AF_000867
AF_001427	NIP100	Saccharomyces cerevisiae	855929	OB_009417	49095	AF_001427
AF_001428	NUP170	Saccharomyces cerevisiae	852199	OB_008443	43155	AF_001428
AF_014291	IFT172	Macaca mulatta	700948	OB_008847	15202	AF_006211
AF_014292	IFT172	Pan troglodytes	459104	OB_008847	15202	AF_006211
AF_014293	IFT172	Canis lupus familiaris	483013	OB_008847	15202	AF_006211
AF_014294	LOC100848219	Bos taurus	100848219	OB_008847	15202	AF_006211
AF_014295	AgaP_AGAP005330	Anopheles gambiae	1276039	OB_008847	15202	AF_006211
AF_014296	IFT172	Gallus gallus	421983	OB_008847	15202	AF_006211
AF_014297	MGG_03064	Magnaporthe oryzae	2682617	OB_008848	34343	AF_000997
AF_014298	KLLA0B07799g	Kluyveromyces lactis	2897147	OB_008848	34343	AF_000997
AF_014299	AGOS_AFR585W	Eremothecium gossypii	4622415	OB_008848	34343	AF_000997
AF_001429	YKL171W	Saccharomyces cerevisiae	853683	OB_008323	39515	AF_001429
AF_014300	NCU00668	Neurospora crassa	3881933	OB_008848	34343	AF_000997
AF_014301	CDKN1A	Canis lupus familiaris	474890	OB_008849	333	AF_004635
AF_014302	CDKN1A	Macaca mulatta	719199	OB_008849	333	AF_004635
AF_014303	CDKN1A	Pan troglodytes	747442	OB_008849	333	AF_004635
AF_014304	CDKN1A	Bos taurus	513497	OB_008849	333	AF_004635
AF_014305	KLLA0D04862g	Kluyveromyces lactis	2893149	OB_008850	117872	AF_008105
AF_014306	AGOS_AAL010W	Eremothecium gossypii	4618726	OB_008850	117872	AF_008105
AF_014307	RPL10A	Pan troglodytes	462637	OB_008851	68543	AF_008697||AF_008701
AF_014308	AGOS_AFL116W	Eremothecium gossypii	4621661	OB_008851	68543	AF_008697||AF_008701
AF_014309	Rpl10a	Rattus norvegicus	81729	OB_008851	68543	AF_008697||AF_008701
AF_014310	Os02g0321900	Oryza sativa	4329171	OB_008851	68543	AF_008697||AF_008701
AF_014311	NCU00294	Neurospora crassa	3873856	OB_008851	68543	AF_008697||AF_008701
AF_014312	AT1G08360	Arabidopsis thaliana	837356	OB_008851	68543	AF_008697||AF_008701
AF_014313	RPL10A	Bos taurus	533310	OB_008851	68543	AF_008697||AF_008701
AF_014314	PGY1	Arabidopsis thaliana	817299	OB_008851	68543	AF_008697||AF_008701
AF_014315	MGG_04696	Magnaporthe oryzae	2678194	OB_008851	68543	AF_008697||AF_008701
AF_014316	RPL10A	Gallus gallus	419895	OB_008851	68543	AF_008697||AF_008701
AF_014317	AgaP_AGAP011298	Anopheles gambiae	1270634	OB_008851	68543	AF_008697||AF_008701
AF_014318	Rpl10a	Mus musculus	19896	OB_008851	68543	AF_008697||AF_008701
AF_014319	RPL10A	Canis lupus familiaris	474884	OB_008851	68543	AF_008697||AF_008701
AF_001431	NOB1	Saccharomyces cerevisiae	854221	OB_009610	31924	AF_009250
AF_014320	KLLA0B02002g	Kluyveromyces lactis	2897107	OB_008851	68543	AF_008697||AF_008701
AF_014321	RPL10A	Macaca mulatta	718783	OB_008851	68543	AF_008697||AF_008701
AF_014322	rpl102	Schizosaccharomyces pombe	2540378	OB_008851	68543	AF_008697||AF_008701
AF_014323	MGG_10192	Magnaporthe oryzae	2681764	OB_008852	2779	AF_004388
AF_014324	EIF3A	Macaca mulatta	713211	OB_008852	2779	AF_004388
AF_014325	KLLA0C14498g	Kluyveromyces lactis	2892152	OB_008852	2779	AF_004388
