observation_id	entry_id	entry_type	entry_name	species	observation_stable_id	entry_stable_id	lifespan_effect_significant	lifespan_change	lifespan_change_significant	lifespan_measure	allele_types	allele_types_base
739	7453	gene	cat	Drosophila melanogaster	OB_000739	AF_007453	increased	33	true		over-expression	unknown
740	8752	gene	cat	Mus musculus	OB_000740	AF_008752	increased	20	true		over-expression	unknown
741	8753	gene	cav1	Mus musculus	OB_000741	AF_008753	decreased	-50	true	mean	loss of function	unknown
742	5120	gene	D2030.4	Caenorhabditis elegans	OB_000742	AF_005120	increased	72	true	mean	RNAi knockdown	unknown
743	6932	gene	T02H6.11	Caenorhabditis elegans	OB_000743	AF_006932	increased	88	true	mean	RNAi knockdown	unknown
744	8754	gene	W09C5.8	Caenorhabditis elegans	OB_000744	AF_008754	increased	107.2	true	mean	RNAi knockdown	unknown
745	8755	gene	B0261.4	Caenorhabditis elegans	OB_000745	AF_008755	increased	32	true	mean	RNAi knockdown	unknown
746	4891	gene	cchl-1	Caenorhabditis elegans	OB_000746	AF_004891	increased	32	true	mean	RNAi knockdown	unknown
747	6495	gene	F13G3.7	Caenorhabditis elegans	OB_000747	AF_006495	increased	8.8	true		RNAi knockdown	unknown
748	6791	gene	K01C8.7	Caenorhabditis elegans	OB_000748	AF_006791	increased	31.2	true	mean	RNAi knockdown	unknown
749	5346	gene	mecr-1	Caenorhabditis elegans	OB_000749	AF_005346	increased	6	true		RNAi knockdown	unknown
750	5120	gene	D2030.4	Caenorhabditis elegans	OB_000750	AF_005120	increased	42.7083	true	mean	RNAi knockdown	unknown
751	6495	gene	F13G3.7	Caenorhabditis elegans	OB_000751	AF_006495	increased	25	true	mean	RNAi knockdown	unknown
752	6559	gene	F26E4.6	Caenorhabditis elegans	OB_000752	AF_006559	increased	46.1538	true	mean	RNAi knockdown	unknown
753	6559	gene	F26E4.6	Caenorhabditis elegans	OB_000753	AF_006559	increased	76.8	true		RNAi knockdown	unknown
754	6732	gene	F57B10.3	Caenorhabditis elegans	OB_000754	AF_006732	increased	21.3542	true	mean	RNAi knockdown	unknown
755	8756	gene	lrs-2	Caenorhabditis elegans	OB_000755	AF_008756	increased	178.571	true	mean	loss of function	unknown
756	6932	gene	T02H6.11	Caenorhabditis elegans	OB_000756	AF_006932	increased	46.3542	true	mean	RNAi knockdown	unknown
757	8754	gene	W09C5.8	Caenorhabditis elegans	OB_000757	AF_008754	increased	61.9792	true		RNAi knockdown	unknown
758	6791	gene	K01C8.7	Caenorhabditis elegans	OB_000758	AF_006791	increased	31.2	true	mean	RNAi knockdown	unknown
759	8757	gene	ccs1	Saccharomyces cerevisiae	OB_000759	AF_008757	decreased	-50	true	mean	deletion / null	unknown
760	8758	gene	Y43H11_160.a	Caenorhabditis elegans	OB_000760	AF_008758	increased	5	true		RNAi knockdown	unknown
761	8757	gene	ccs1	Saccharomyces cerevisiae	OB_000761	AF_008757	decreased	-37.931	true	max	deletion / null	unknown
762	8692	gene	sod1	Saccharomyces cerevisiae	OB_000762	AF_008692	decreased	-40.9091	true	mean	deletion / null	unknown
763	8692	gene	sod1	Saccharomyces cerevisiae	OB_000763	AF_008692	decreased	-10.3448	true	max	deletion / null	unknown
764	8759	gene	sod2	Saccharomyces cerevisiae	OB_000764	AF_008759	decreased	-72.7273	true	mean	deletion / null	unknown
765	8759	gene	sod2	Saccharomyces cerevisiae	OB_000765	AF_008759	decreased	-41.3793	true	max	deletion / null	unknown
766	4731	gene	CCT1	Drosophila melanogaster	OB_000766	AF_004731	increased	7	true		over-expression	unknown
767	4814	gene	cdc-25.3	Caenorhabditis elegans	OB_000767	AF_004814	increased	5.13919	true	mean	loss of function	unknown
768	4814	gene	cdc-25.3	Caenorhabditis elegans	OB_000768	AF_004814	increased	38.9333	true	mean	loss of function	unknown
769	4814	gene	cdc-25.3	Caenorhabditis elegans	OB_000769	AF_004814	increased	6.18337	true	mean	RNAi knockdown	unknown
770	4814	gene	cdc-25.3	Caenorhabditis elegans	OB_000770	AF_004814	increased	17.9916	true	mean	RNAi knockdown	unknown
771	8760	gene	Y53F4C.d	Caenorhabditis elegans	OB_000771	AF_008760	none	3	false		RNAi knockdown	unknown
772	4766	gene	CDC25	Saccharomyces cerevisiae	OB_000772	AF_004766	increased	46.789	true		loss of function	unknown
773	4794	gene	Cdk5	Drosophila melanogaster	OB_000773	AF_004794	decreased	-36.3636	true	mean	loss of function	unknown
774	4635	gene	Cdkn1a	Mus musculus	OB_000774	AF_004635	increased	33.3333	true	mean	deletion / null	unknown
775	7357	gene	cert	Drosophila melanogaster	OB_000775	AF_007357	decreased	-75	true	mean	loss of function	unknown
776	7357	gene	cert	Drosophila melanogaster	OB_000776	AF_007357	decreased	-71.4286	true	mean	loss of function	unknown
777	7978	gene	Chek2	Mus musculus	OB_000777	AF_007978	increased	240	true	mean	loss of function	unknown
778	7982	gene	CHL1	Saccharomyces cerevisiae	OB_000778	AF_007982	decreased	-36	true	mean	loss of function	unknown
779	8761	gene	tau	Mesocricetus auratus	OB_000779	AF_008761	increased	13.4759	true	mean	loss of function	unknown
780	8761	gene	tau	Mesocricetus auratus	OB_000780	AF_008761	increased	16.2914	true	mean	loss of function	unknown
781	8762	gene	F49F1.12	Caenorhabditis elegans	OB_000781	AF_008762	increased	5	true		RNAi knockdown	unknown
782	4266	gene	clk-2	Caenorhabditis elegans	OB_000782	AF_004266	increased	20	true	mean	loss of function	unknown
783	8033	gene	CLN3	Saccharomyces cerevisiae	OB_000783	AF_008033	decreased	0	true		over-expression	unknown
784	8763	gene	MEC1	Saccharomyces cerevisiae	OB_000784	AF_008763	increased	300	true		loss of function	unknown
785	1803	gene	RAD9	Saccharomyces cerevisiae	OB_000785	AF_001803	increased	200	true	mean	deletion / null	unknown
786	8241	gene	Coq7	Mus musculus	OB_000786	AF_008241	increased	14.4444	true	mean	loss of function	unknown
787	8241	gene	Coq7	Mus musculus	OB_000787	AF_008241	increased	30.6667	true	mean	loss of function	unknown
788	3271	gene	CSR2	Saccharomyces cerevisiae	OB_000788	AF_003271	increased	92.7273	true	max	deletion / null	unknown
789	3271	gene	CSR2	Saccharomyces cerevisiae	OB_000789	AF_003271	increased	21.4286	true	max	deletion / null	unknown
790	6162	gene	cst-1	Caenorhabditis elegans	OB_000790	AF_006162	decreased	-13.3333	true		RNAi knockdown	unknown
791	6162	gene	cst-1	Caenorhabditis elegans	OB_000791	AF_006162	decreased	-18.75	true	mean	RNAi knockdown	unknown
792	8764	gene	K08D10.7	Caenorhabditis elegans	OB_000792	AF_008764	increased	8	true		RNAi knockdown	unknown
793	8765	gene	cyc1	Podospora anserina	OB_000793	AF_008765	increased	400	true	mean	loss of function	unknown
794	5765	gene	daf-2	Caenorhabditis elegans	OB_000794	AF_005765	increased	236.585	true	mean	loss of function	unknown
794	6481	gene	daf-12	Caenorhabditis elegans	OB_000794	AF_006481	increased	236.585	true	mean	loss of function	unknown
795	6329	gene	daf-15	Caenorhabditis elegans	OB_000795	AF_006329	increased	30.1587	true	mean	loss of function	unknown
796	6329	gene	daf-15	Caenorhabditis elegans	OB_000796	AF_006329	increased	13.245	true	mean	loss of function	unknown
797	5765	gene	daf-2	Caenorhabditis elegans	OB_000797	AF_005765	decreased	-10.5263	true	mean	unknown	unknown
797	5812	gene	daf-16	Caenorhabditis elegans	OB_000797	AF_005812	decreased	-10.5263	true	mean	loss of function	unknown
798	5812	gene	daf-16	Caenorhabditis elegans	OB_000798	AF_005812	decreased	-10.5263	true	mean	loss of function	unknown
799	5765	gene	daf-2	Caenorhabditis elegans	OB_000799	AF_005765	increased	110	true	mean	unknown	unknown
800	8766	gene	fer-15	Caenorhabditis elegans	OB_000800	AF_008766	increased	47.0588	true	median	loss of function	unknown
800	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000800	AF_009161	increased	47.0588	true	median	NULL	NULL
801	6819	gene	K08E3.5	Caenorhabditis elegans	OB_000801	AF_006819	increased	20	true		RNAi knockdown	unknown
802	6959	gene	daf-18	Caenorhabditis elegans	OB_000802	AF_006959	decreased	-22.6415	true	mean	over-expression	unknown
803	4857	gene	clk-1	Caenorhabditis elegans	OB_000803	AF_004857	increased	42.8571	true	median	loss of function	unknown
803	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000803	AF_009161	increased	42.8571	true	median	NULL	NULL
804	4857	gene	clk-1	Caenorhabditis elegans	OB_000804	AF_004857	decreased	-14.2857	true	median	loss of function	unknown
805	6571	gene	daf-6	Caenorhabditis elegans	OB_000805	AF_006571	increased	33.5106	true	mean	loss of function	unknown
806	4857	gene	clk-1	Caenorhabditis elegans	OB_000806	AF_004857	decreased	-14.2857	true	median	loss of function	unknown
807	4857	gene	clk-1	Caenorhabditis elegans	OB_000807	AF_004857	increased	42.8571	true	median	loss of function	unknown
807	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000807	AF_009161	increased	42.8571	true	median	NULL	NULL
808	5367	gene	T07A9.8	Caenorhabditis elegans	OB_000808	AF_005367	increased	20	true		RNAi knockdown	unknown
809	4857	gene	clk-1	Caenorhabditis elegans	OB_000809	AF_004857	increased	42.8571	true	median	loss of function	unknown
809	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000809	AF_009161	increased	42.8571	true	median	NULL	NULL
810	4857	gene	clk-1	Caenorhabditis elegans	OB_000810	AF_004857	none	-4.7619	false	median	loss of function	unknown
811	5765	gene	daf-2	Caenorhabditis elegans	OB_000811	AF_005765	increased	112.5	true	median	loss of function	unknown
811	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000811	AF_009161	increased	112.5	true	median	NULL	NULL
812	5765	gene	daf-2	Caenorhabditis elegans	OB_000812	AF_005765	increased	75	true	median	loss of function	unknown
813	5765	gene	daf-2	Caenorhabditis elegans	OB_000813	AF_005765	increased	87.5	true	median	loss of function	unknown
814	5765	gene	daf-2	Caenorhabditis elegans	OB_000814	AF_005765	increased	137.5	true	median	loss of function	unknown
814	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000814	AF_009161	increased	137.5	true	median	NULL	NULL
815	6542	gene	daf-10	Caenorhabditis elegans	OB_000815	AF_006542	increased	63.2979	true	mean	unknown	unknown
816	4857	gene	clk-1	Caenorhabditis elegans	OB_000816	AF_004857	decreased	-12.5	true	median	loss of function	unknown
817	4857	gene	clk-1	Caenorhabditis elegans	OB_000817	AF_004857	increased	25	true	median	loss of function	unknown
817	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000817	AF_009161	increased	25	true	median	NULL	NULL
818	8767	gene	Y119D3_451.a	Caenorhabditis elegans	OB_000818	AF_008767	increased	8	true		RNAi knockdown	unknown
819	6481	gene	daf-12	Caenorhabditis elegans	OB_000819	AF_006481	decreased	-12.5	true	median	loss of function	unknown
819	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000819	AF_009161	decreased	-12.5	true	median	NULL	NULL
820	6481	gene	daf-12	Caenorhabditis elegans	OB_000820	AF_006481	decreased	-25	true	median	loss of function	unknown
821	5765	gene	daf-2	Caenorhabditis elegans	OB_000821	AF_005765	increased	125	true	median	normal	unknown
821	6481	gene	daf-12	Caenorhabditis elegans	OB_000821	AF_006481	increased	125	true	median	loss of function	unknown
822	6652	gene	mec-8	Caenorhabditis elegans	OB_000822	AF_006652	increased	59.5745	true	mean	loss of function	unknown
823	5765	gene	daf-2	Caenorhabditis elegans	OB_000823	AF_005765	increased	112.5	true	median	loss of function	unknown
823	6481	gene	daf-12	Caenorhabditis elegans	OB_000823	AF_006481	increased	112.5	true	median	loss of function	unknown
823	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000823	AF_009161	increased	112.5	true	median	NULL	NULL
824	4857	gene	clk-1	Caenorhabditis elegans	OB_000824	AF_004857	increased	225	true	median	loss of function	unknown
824	5765	gene	daf-2	Caenorhabditis elegans	OB_000824	AF_005765	increased	225	true	median	loss of function	unknown
824	9161	other_factor	Q-less diet	Caenorhabditis elegans	OB_000824	AF_009161	increased	225	true	median	NULL	NULL
825	4857	gene	clk-1	Caenorhabditis elegans	OB_000825	AF_004857	increased	187.5	true	median	loss of function	unknown
825	5765	gene	daf-2	Caenorhabditis elegans	OB_000825	AF_005765	increased	187.5	true	median	loss of function	unknown
826	6211	gene	osm-1	Caenorhabditis elegans	OB_000826	AF_006211	increased	37.234	true	mean	loss of function	unknown
827	7140	gene	Y37D8A.12	Caenorhabditis elegans	OB_000827	AF_007140	increased	8	true		RNAi knockdown	unknown
828	5894	gene	osm-3	Caenorhabditis elegans	OB_000828	AF_005894	increased	62.766	true	mean	unknown	unknown
829	5758	gene	tax-4	Caenorhabditis elegans	OB_000829	AF_005758	increased	54.7872	true	mean	unknown	unknown
830	6481	gene	daf-12	Caenorhabditis elegans	OB_000830	AF_006481	decreased	-30.4167	true	median	unknown	unknown
831	6481	gene	daf-12	Caenorhabditis elegans	OB_000831	AF_006481	decreased	-34.9693	true	median	unknown	unknown
832	5765	gene	daf-2	Caenorhabditis elegans	OB_000832	AF_005765	increased	17.5	true	median	unknown	unknown
833	5765	gene	daf-2	Caenorhabditis elegans	OB_000833	AF_005765	decreased	-24.1667	true	median	unknown	unknown
833	6481	gene	daf-12	Caenorhabditis elegans	OB_000833	AF_006481	decreased	-24.1667	true	median	unknown	unknown
834	5297	gene	unc-13	Caenorhabditis elegans	OB_000834	AF_005297	increased	103.553	true	median	unknown	unknown
834	7111	gene	fog-2	Caenorhabditis elegans	OB_000834	AF_007111	increased	103.553	true	median	unknown	unknown
835	5297	gene	unc-13	Caenorhabditis elegans	OB_000835	AF_005297	none	1.54639	false	median	unknown	unknown
835	7111	gene	fog-2	Caenorhabditis elegans	OB_000835	AF_007111	none	1.54639	false	median	unknown	unknown
836	7111	gene	fog-2	Caenorhabditis elegans	OB_000836	AF_007111	decreased	-23.1959	true	median	unknown	unknown
837	8768	gene	Y56A3A.9	Caenorhabditis elegans	OB_000837	AF_008768	increased	7	true		RNAi knockdown	unknown
838	1803	gene	RAD9	Saccharomyces cerevisiae	OB_000838	AF_001803	increased	30	true	mean	deletion / null	unknown
839	7111	gene	fog-2	Caenorhabditis elegans	OB_000839	AF_007111	increased	9.00474	true	median	unknown	unknown
840	1733	gene	Prkar2b	Mus musculus	OB_000840	AF_001733	increased	13.6878	true	median	deletion / null	unknown
841	1733	gene	Prkar2b	Mus musculus	OB_000841	AF_001733	none	-2.40964	false	median	deletion / null	unknown
842	8769	gene	Y71H2_380.a	Caenorhabditis elegans	OB_000842	AF_008769	increased	21	true		RNAi knockdown	unknown
843	8770	gene	Y75B8A.13	Caenorhabditis elegans	OB_000843	AF_008770	increased	10	true		RNAi knockdown	unknown
844	7212	gene	hsf-1	Caenorhabditis elegans	OB_000844	AF_007212	decreased	-12.5	true	median	non-null recessive	unknown
844	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000844	AF_009150	decreased	-12.5	true	median	NULL	NULL
845	7212	gene	hsf-1	Caenorhabditis elegans	OB_000845	AF_007212	decreased	-12.5	true	median	non-null recessive	unknown
846	5812	gene	daf-16	Caenorhabditis elegans	OB_000846	AF_005812	decreased	-16.6667	true	median	non-null recessive	unknown
847	5812	gene	daf-16	Caenorhabditis elegans	OB_000847	AF_005812	increased	16.6667	true	median	non-null recessive	unknown
847	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000847	AF_009150	increased	16.6667	true	median	NULL	NULL
848	7212	gene	hsf-1	Caenorhabditis elegans	OB_000848	AF_007212	decreased	-53.8462	true	median	RNAi knockdown	unknown
848	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000848	AF_009150	decreased	-53.8462	true	median	NULL	NULL
849	8771	gene	Y75B8A.33	Caenorhabditis elegans	OB_000849	AF_008771	increased	22	true		RNAi knockdown	unknown
850	7212	gene	hsf-1	Caenorhabditis elegans	OB_000850	AF_007212	decreased	-53.8462	true	median	RNAi knockdown	unknown
851	5926	gene	che-3	Caenorhabditis elegans	OB_000851	AF_005926	increased	139.13	true	median	unknown	unknown
851	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000851	AF_009150	increased	139.13	true	median	NULL	NULL
852	5926	gene	che-3	Caenorhabditis elegans	OB_000852	AF_005926	increased	47.8261	true	median	unknown	unknown
853	6359	gene	che-11	Caenorhabditis elegans	OB_000853	AF_006359	increased	47.8261	true	median	unknown	unknown
854	6359	gene	che-11	Caenorhabditis elegans	OB_000854	AF_006359	increased	160.87	true	median	unknown	unknown
854	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000854	AF_009150	increased	160.87	true	median	NULL	NULL
855	6542	gene	daf-10	Caenorhabditis elegans	OB_000855	AF_006542	increased	139.13	true	median	unknown	unknown
855	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000855	AF_009150	increased	139.13	true	median	NULL	NULL
856	6542	gene	daf-10	Caenorhabditis elegans	OB_000856	AF_006542	increased	47.8261	true	median	unknown	unknown
857	5894	gene	osm-3	Caenorhabditis elegans	OB_000857	AF_005894	increased	47.8261	true	median	unknown	unknown
858	8772	gene	ZK520.2	Caenorhabditis elegans	OB_000858	AF_008772	increased	9	true		RNAi knockdown	unknown
859	5894	gene	osm-3	Caenorhabditis elegans	OB_000859	AF_005894	increased	165.217	true	median	unknown	unknown
859	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000859	AF_009150	increased	165.217	true	median	NULL	NULL
860	5758	gene	tax-4	Caenorhabditis elegans	OB_000860	AF_005758	increased	165.217	true	median	unknown	unknown
860	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_000860	AF_009150	increased	165.217	true	median	NULL	NULL
861	5758	gene	tax-4	Caenorhabditis elegans	OB_000861	AF_005758	increased	60.8696	true	median	unknown	unknown
862	8773	gene	C32H11.1	Caenorhabditis elegans	OB_000862	AF_008773	increased	8	true		RNAi knockdown	unknown
863	8774	gene	C32H11.5	Caenorhabditis elegans	OB_000863	AF_008774	increased	6	true		RNAi knockdown	unknown
864	4454	gene	C36H8.1	Caenorhabditis elegans	OB_000864	AF_004454	increased	8	true		RNAi knockdown	unknown
865	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000865	AF_008310	increased	128.571	true	median	deletion / null	unknown
865	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000865	AF_009150	increased	128.571	true	median	NULL	NULL
866	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000866	AF_008310	increased	328.571	true	median	deletion / null	unknown
866	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000866	AF_009150	increased	328.571	true	median	NULL	NULL
867	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000867	AF_008310	increased	160	true	median	deletion / null	unknown
867	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000867	AF_009150	increased	160	true	median	NULL	NULL
868	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000868	AF_008310	increased	160	true	median	deletion / null	unknown
868	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000868	AF_009150	increased	160	true	median	NULL	NULL
869	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000869	AF_008310	increased	140	true	median	deletion / null	unknown
869	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000869	AF_009150	increased	140	true	median	NULL	NULL
870	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000870	AF_008310	increased	140	true	median	deletion / null	unknown
870	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000870	AF_009150	increased	140	true	median	NULL	NULL
871	669	gene	HST1	Saccharomyces cerevisiae	OB_000871	AF_000669	increased	12.5	true	median	deletion / null	unknown
872	669	gene	HST1	Saccharomyces cerevisiae	OB_000872	AF_000669	increased	275	true	median	deletion / null	unknown
872	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000872	AF_009150	increased	275	true	median	NULL	NULL
873	671	gene	HST2	Saccharomyces cerevisiae	OB_000873	AF_000671	increased	275	true	median	deletion / null	unknown
873	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000873	AF_009150	increased	275	true	median	NULL	NULL
874	8775	gene	idh-1	Caenorhabditis elegans	OB_000874	AF_008775	increased	6	true		RNAi knockdown	unknown
875	671	gene	HST2	Saccharomyces cerevisiae	OB_000875	AF_000671	none	0	false	median	deletion / null	unknown
876	672	gene	hst3	Saccharomyces cerevisiae	OB_000876	AF_000672	none	0	false	median	deletion / null	unknown
877	8663	gene	hst4	Saccharomyces cerevisiae	OB_000877	AF_008663	none	0	false	median	deletion / null	unknown
878	8663	gene	hst4	Saccharomyces cerevisiae	OB_000878	AF_008663	increased	328.571	true	median	deletion / null	unknown
878	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000878	AF_009150	increased	328.571	true	median	NULL	NULL
879	672	gene	hst3	Saccharomyces cerevisiae	OB_000879	AF_000672	increased	328.571	true	median	deletion / null	unknown
879	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000879	AF_009150	increased	328.571	true	median	NULL	NULL
880	669	gene	HST1	Saccharomyces cerevisiae	OB_000880	AF_000669	decreased	-14.2857	true	median	deletion / null	unknown
880	671	gene	HST2	Saccharomyces cerevisiae	OB_000880	AF_000671	decreased	-14.2857	true	median	deletion / null	unknown
880	672	gene	hst3	Saccharomyces cerevisiae	OB_000880	AF_000672	decreased	-14.2857	true	median	deletion / null	unknown
880	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000880	AF_008310	decreased	-14.2857	true	median	deletion / null	unknown
880	8663	gene	hst4	Saccharomyces cerevisiae	OB_000880	AF_008663	decreased	-14.2857	true	median	deletion / null	unknown
881	669	gene	HST1	Saccharomyces cerevisiae	OB_000881	AF_000669	increased	257.143	true	median	deletion / null	unknown
881	671	gene	HST2	Saccharomyces cerevisiae	OB_000881	AF_000671	increased	257.143	true	median	deletion / null	unknown
881	672	gene	hst3	Saccharomyces cerevisiae	OB_000881	AF_000672	increased	257.143	true	median	deletion / null	unknown
881	8310	gene	SIR2	Saccharomyces cerevisiae	OB_000881	AF_008310	increased	257.143	true	median	deletion / null	unknown
881	8663	gene	hst4	Saccharomyces cerevisiae	OB_000881	AF_008663	increased	257.143	true	median	deletion / null	unknown
881	9150	other_factor	Dietary restriction	Saccharomyces cerevisiae	OB_000881	AF_009150	increased	257.143	true	median	NULL	NULL
882	7114	gene	daf-28	Caenorhabditis elegans	OB_000882	AF_007114	increased	13.0435	true	mean	non-null semi-dominant	unknown
883	5812	gene	daf-16	Caenorhabditis elegans	OB_000883	AF_005812	decreased	-13.0435	true	mean	non-null semi-dominant	unknown
884	8776	gene	T04A11.10	Caenorhabditis elegans	OB_000884	AF_008776	increased	14	true		RNAi knockdown	unknown
885	5812	gene	daf-16	Caenorhabditis elegans	OB_000885	AF_005812	decreased	-32.3671	true	mean	non-null semi-dominant	unknown
885	7114	gene	daf-28	Caenorhabditis elegans	OB_000885	AF_007114	decreased	-32.3671	true	mean	non-null semi-dominant	unknown
886	6481	gene	daf-12	Caenorhabditis elegans	OB_000886	AF_006481	none	-2.89855	false	mean	non-null semi-dominant	unknown
886	7114	gene	daf-28	Caenorhabditis elegans	OB_000886	AF_007114	none	-2.89855	false	mean	non-null semi-dominant	unknown
887	6481	gene	daf-12	Caenorhabditis elegans	OB_000887	AF_006481	none	4.83092	false	mean	non-null semi-dominant	unknown
888	6997	gene	daf-9	Caenorhabditis elegans	OB_000888	AF_006997	decreased	-6.4	true	mean	loss of function	unknown
889	6997	gene	daf-9	Caenorhabditis elegans	OB_000889	AF_006997	increased	23.5632	true	max	loss of function	unknown
890	6997	gene	daf-9	Caenorhabditis elegans	OB_000890	AF_006997	decreased	-8.8	true	mean	loss of function	unknown
891	6997	gene	daf-9	Caenorhabditis elegans	OB_000891	AF_006997	decreased	-9.2	true	mean	loss of function	unknown
892	6997	gene	daf-9	Caenorhabditis elegans	OB_000892	AF_006997	decreased	-18	true	mean	loss of function	unknown
893	6997	gene	daf-9	Caenorhabditis elegans	OB_000893	AF_006997	increased	6.4	true	mean	loss of function	unknown
894	6481	gene	daf-12	Caenorhabditis elegans	OB_000894	AF_006481	decreased	-11.2	true	mean	loss of function	unknown
895	8777	gene	T05A1.4	Caenorhabditis elegans	OB_000895	AF_008777	increased	8	true		RNAi knockdown	unknown
896	1803	gene	RAD9	Saccharomyces cerevisiae	OB_000896	AF_001803	decreased	-22.8155	true	mean	deletion / null	unknown
897	5812	gene	daf-16	Caenorhabditis elegans	OB_000897	AF_005812	decreased	-13.6	true	mean	loss of function	unknown
898	5765	gene	daf-2	Caenorhabditis elegans	OB_000898	AF_005765	increased	47.2	true	mean	loss of function	unknown
899	5765	gene	daf-2	Caenorhabditis elegans	OB_000899	AF_005765	increased	73.6	true	mean	loss of function	unknown
900	5765	gene	daf-2	Caenorhabditis elegans	OB_000900	AF_005765	increased	19.6	true	mean	loss of function	unknown
901	5765	gene	daf-2	Caenorhabditis elegans	OB_000901	AF_005765	increased	36.4	true	mean	loss of function	unknown
902	5812	gene	daf-16	Caenorhabditis elegans	OB_000902	AF_005812	none	-3.6	false	mean	loss of function	unknown
903	5879	gene	unc-83	Caenorhabditis elegans	OB_000903	AF_005879	increased	5	true		RNAi knockdown	unknown
904	5765	gene	daf-2	Caenorhabditis elegans	OB_000904	AF_005765	decreased	-10	true	median	unknown	unknown
904	6481	gene	daf-12	Caenorhabditis elegans	OB_000904	AF_006481	decreased	-10	true	median	unknown	unknown
905	5765	gene	daf-2	Caenorhabditis elegans	OB_000905	AF_005765	increased	11.25	true	median	unknown	unknown
905	6481	gene	daf-12	Caenorhabditis elegans	OB_000905	AF_006481	increased	11.25	true	median	unknown	unknown
906	5765	gene	daf-2	Caenorhabditis elegans	OB_000906	AF_005765	none	2.5	false	median	unknown	unknown
906	6481	gene	daf-12	Caenorhabditis elegans	OB_000906	AF_006481	none	2.5	false	median	unknown	unknown
907	5765	gene	daf-2	Caenorhabditis elegans	OB_000907	AF_005765	increased	5.41667	true	median	unknown	unknown
907	6481	gene	daf-12	Caenorhabditis elegans	OB_000907	AF_006481	increased	5.41667	true	median	unknown	unknown
908	5765	gene	daf-2	Caenorhabditis elegans	OB_000908	AF_005765	increased	108.589	true	median	unknown	unknown
908	6481	gene	daf-12	Caenorhabditis elegans	OB_000908	AF_006481	increased	108.589	true	median	unknown	unknown
909	5765	gene	daf-2	Caenorhabditis elegans	OB_000909	AF_005765	increased	9.81595	true	median	unknown	unknown
909	6481	gene	daf-12	Caenorhabditis elegans	OB_000909	AF_006481	increased	9.81595	true	median	unknown	unknown
910	5765	gene	daf-2	Caenorhabditis elegans	OB_000910	AF_005765	increased	12.8834	true	median	unknown	unknown
910	6481	gene	daf-12	Caenorhabditis elegans	OB_000910	AF_006481	increased	12.8834	true	median	unknown	unknown
911	5765	gene	daf-2	Caenorhabditis elegans	OB_000911	AF_005765	increased	13.4969	true	median	unknown	unknown
911	6481	gene	daf-12	Caenorhabditis elegans	OB_000911	AF_006481	increased	13.4969	true	median	unknown	unknown
912	8778	gene	ZK896.7	Caenorhabditis elegans	OB_000912	AF_008778	increased	5	true		RNAi knockdown	unknown
913	5765	gene	daf-2	Caenorhabditis elegans	OB_000913	AF_005765	decreased	-6.74847	true	median	unknown	unknown
913	6481	gene	daf-12	Caenorhabditis elegans	OB_000913	AF_006481	decreased	-6.74847	true	median	unknown	unknown
914	5765	gene	daf-2	Caenorhabditis elegans	OB_000914	AF_005765	increased	32.5153	true	median	unknown	unknown
914	6481	gene	daf-12	Caenorhabditis elegans	OB_000914	AF_006481	increased	32.5153	true	median	unknown	unknown
915	5765	gene	daf-2	Caenorhabditis elegans	OB_000915	AF_005765	increased	340.491	true	median	unknown	unknown
